"V2","Length"
"PLCH1-AS1",1308
"POM121L7",2404
"LINC01210",1736
"CADM2-AS1",2656
"GATS",4860
"MYLK-AS1",980
"HOXB-AS2",845
"KMT2E-AS1",736
"IGKV2D-30",395
"RP11-451B8.1",766
"AC018730.4",327
"LINC00879",1879
"OR1J4",942
"RP11-477J21.6",838
"C2orf61",3273
"RUVBL1-AS1",588
"RP11-543D10.2",469
"RP4-728D4.2",1030
"PLS1-AS1",346
"MEIKIN",1671
"PSMD6-AS2",2456
"RP11-78O22.1",493
"NME1",3438
"RP1-127L4.7",274
"PDZRN3-AS1",1598
"TNFSF12",1879
"CDRT4",3245
"RP11-65N13.8",550
"APOBEC3G",5454
"AC093627.11",568
"RP11-290K4.1",466
"HLTF-AS1",415
"TLR9",3870
"RP11-373E16.4",263
"RP11-789F5.1",705
"RP11-496B10.3",563
"WBP1",2438
"MRPS17",2159
"AC002310.7",1918
"ITIH4-AS1",395
"DENND6A-AS1",364
"PRAMEF11",1845
"IGKV1D-8",534
"RP11-446H18.5",3310
"DEFA3",658
"IGKV1-6",380
"GET4",5392
"IGKV1-37",398
"IGSF11-AS1",1604
"KRTAP9-2",1005
"C1orf226",4495
"ADSL",5632
"RP11-34P13.14",323
"PRKAG2-AS1",1163
"AC015691.13",535
"LINC01471",3707
"RP11-71N10.1",2835
"RP11-246A10.1",554
"TRBV8-2",270
"RP11-34P13.8",1319
"ZBTB20-AS3",464
"IGKV3-20",400
"LILRA4",2171
"IGKV1D-33",479
"RP11-889D3.1",429
"TRBVA",316
"RP11-169N13.4",266
"LILRA2",5349
"RP11-293A21.1",589
"RP11-200A1.1",294
"SLC9A9-AS1",518
"RP11-90P5.5",621
"TEX35",4038
"RP11-274H2.3",709
"RP11-12K11.2",789
"AMY2B",7491
"AC096579.13",937
"IGHJ4",46
"RP11-451G4.2",873
"RP1-93H18.1",1596
"LY6G5B",3031
"RP11-349J5.2",288
"RP11-572M11.4",2002
"RP11-225N10.1",1877
"PSMB9",3072
"AC093627.12",574
"RP11-88H10.3",569
"ERICH6-AS1",827
"RP11-16N2.1",829
"MAGI1-AS1",591
"PCDHGC3",5432
"ARHGEF3-AS1",647
"SMKR1",1035
"RP11-379F4.4",4177
"RP11-758P17.3",303
"RP11-430C7.5",2219
"UGT1A5",2345
"COX19",5542
"RP11-314M24.1",1047
"DEFA1B",559
"B4GALT4-AS1",544
"GHRLOS",1712
"RP11-499P20.2",1575
"RP11-298O21.2",661
"ACAD11",5674
"PPIL3",2914
"AC017002.1",889
"RP11-774I5.1",483
"AC004869.3",229
"SEC62-AS1",346
"IGKV1-17",378
"LCE1F",357
"AC012358.8",4741
"KIR3DL2",1877
"LINC01212",2088
"LINC00636",1264
"KRTAP13-3",704
"AC007879.3",361
"RP4-584D14.5",577
"CSPG4P1Y",795
"LINC00973",962
"RP11-416O18.2",477
"RP11-185E8.1",229
"CDKN2B-AS1",4225
"RP5-1101C3.1",3458
"TNFRSF13B",3550
"RP11-680B3.2",1414
"TM4SF1-AS1",931
"KRTAP9-1",753
"THOC7-AS1",673
"RP1-184J9.2",666
"RP11-59J16.2",697
"L1TD1",3849
"RP11-3P17.4",2845
"RP11-775D22.3",575
"RP11-354H21.2",554
"TRBV22-1",337
"AQP1",3274
"RP11-247I13.11",788
"KCNAB1-AS2",538
"C1QTNF9",1893
"MME-AS1",828
"IGKV1-8",734
"ISY1",4102
"RP11-521D12.1",832
"PNMA2",5579
"LINC01168",5254
"RP11-64C1.1",1602
"RP11-430C7.4",683
"LRRD1",7294
"KRBOX1",2943
"PCDHGC5",4990
"PLCXD2-AS1",491
"C21orf91-OT1",998
"ARHGEF25",3503
"RP11-58O15.1",553
"AC073934.6",495
"RP11-418B12.1",749
"RP11-62G11.2",455
"TMEM189",7931
"RDH14",1587
"AC093627.10",5149
"IGKV1-16",378
"C1QTNF9-AS1",470
"KRTAP4-7",1315
"LINC00886",3822
"NDUFB2-AS1",1648
"PLCXD2",2927
"RP11-572C15.5",2022
"RP11-119D18.1",801
"RP11-659E9.2",550
"LSAMP-AS1",553
"RP11-518L10.5",642
"MIF",1109
"RP11-458K10.2",1257
"RP11-734K21.4",455
"HOXA11-AS",2917
"RP11-80H5.7",667
"RP11-145M4.1",171
"GVQW1",1833
"RP11-167H9.5",606
"RP5-1002M8.4",433
"NSUN6",3498
"CTD-2061E19.6",647
"RP4-714D9.2",384
"RP11-344B5.3",395
"FLJ46066",1808
"PRICKLE2-AS2",496
"HLA-DOB",1858
"PRICKLE2-AS1",6505
"UGT1A9",2416
"KRTAP10-5",1150
"YAE1D1",2569
"OR14A2",945
"RP11-639B1.1",391
"LINC00881",1269
"RP11-454C18.1",580
"ARHGAP31-AS1",624
"ADAMTS9-AS1",6949
"LINC00877",4878
"RP11-10O22.1",1834
"RP4-752I6.1",428
"RP11-54O7.2",443
"TDGF1",5013
"ZIC4-AS1",268
"IQCJ-SCHIP1-AS1",592
"RP11-768G7.2",969
"RP11-572M11.1",1253
"RP11-292E2.1",634
"FLJ22763",2550
"RP11-275H4.1",865
"KRTAP5-8",1183
"KRTAP4-16P",708
"IGKV1D-16",378
"CRCP",3540
"AC093620.5",583
"RP11-221J22.2",2157
"IGKV2-24",390
"ZBTB20-AS2",372
"WWTR1-AS1",2603
"SUCLG2-AS1",3032
"RP11-342M3.1",333
"CDRT1",4478
"RP5-921G16.2",254
"RP11-331K15.1",1321
"LINC01487",925
"RPL36A",3964
"RP4-630C24.3",2064
"IGKV3-11",392
"RP11-758P17.2",333
"SYNPR-AS1",558
"PDXP",2203
"LINC01192",3079
"RPP21",1606
"RP11-152C17.1",429
"LINC00903",223
"CD302",4075
"EGFL8",2621
"RP11-545G3.1",1380
"RP4-555L14.4",564
"PLSCR5-AS1",450
"ATP5J2",2275
"LINC00635",4547
"RP4-781K5.5",933
"SSX2",1950
"RP11-641D5.2",535
"ARHGAP8",4990
"AF011889.5",3311
"RP11-553L6.2",3101
"RP11-161I10.1",506
"AC098820.4",976
"AC108004.3",1323
"RP11-6F2.5",1497
"ARPC4",3608
"ZBTB20-AS1",2035
"CORT",1130
"IGKV2D-24",390
"PAQR9-AS1",4421
"RP11-520D19.2",1261
"KRTAP9-4",967
"KRTAP5-4",1181
"RP11-34P13.9",457
"UGT1A1",4467
"LINC01323",576
"INMT",3376
"CADM2-AS2",768
"TRBV11-2",408
"RP3-455J7.4",2523
"RP11-444P10.1",749
"LINC01327",535
"ADAMTS9-AS2",7232
"ARPC1A",2557
"RP5-860F19.8",1866
"RP11-420J11.2",940
"TMEFF1",2611
"RP4-735C1.4",808
"XACT",497
"RP11-280H21.1",515
"IGKV1-9",409
"AC002467.7",984
"LINC01324",844
"LINC00893",3604
"RP11-555M1.3",320
"RP11-501O2.1",492
"SPRR2A",709
"RP11-1000B6.2",750
"CECR3",1915
"ATP5O",3336
"PLEKHO2",3726
"C8orf58",3317
"PISD",5002
"U66059.58",384
"RP11-637O11.2",545
"RP11-85I21.1",2110
"TRBVB",408
"RP11-292E2.2",382
"AC000370.2",646
"RP11-755B10.3",2919
"HOGA1",4148
"PWP2",6922
"RP1-149A16.17",444
"CTC-340A15.2",6294
"RP11-111H13.1",1993
"PI4KA",11407
"AKAP2",7862
"PRR34-AS1",1093
"RP11-359D24.1",591
"RP11-338L18.1",328
"KIR3DL3",1691
"RP11-268G12.3",887
"HYPK",6393
"RP11-457K10.1",262
"RP11-690C23.2",964
"DNAJB8-AS1",1798
"RP11-458K10.1",737
"IGKV1-33",421
"RP11-738B7.1",305
"RP1-90G24.10",876
"LINC00969",17599
"RP11-340E6.1",976
"LINC01100",740
"AMACR",4838
"MTFP1",1696
"RP11-231I13.2",778
"RP11-520D19.1",553
"RP13-463N16.6",697
"RP4-778K6.3",546
"ARHGDIG",2429
"OR51B5",939
"RP11-142L1.1",376
"HOXB-AS4",669
"TCP10L",3026
"PSG2",2798
"PVRL3-AS1",1665
"ARFGAP3",3381
"BGLAP",1190
"LINC00996",2171
"C22orf39",6943
"PEG10",6689
"RP11-368I23.2",710
"AC108488.4",1532
"RP11-197K3.1",1855
"RP11-875H7.5",563
"RP11-735B13.2",360
"NPPA-AS1",1427
"CT47A2",1298
"UGT1A8",2407
"KCNAB1-AS1",456
"IGKV1-39",398
"EIF6",1637
"RP11-498P14.3",474
"LINC00901",1452
"RBMY1E",2498
"RP4-631H13.2",380
"RP11-67L3.5",575
"CTD-2377D24.4",532
"PCDHGC4",4974
"C3orf67-AS1",2551
"RP11-501O2.5",754
"GTF2A1L",2054
"IGHJ5",49
"AC093627.9",1766
"MRPL20",2788
"ARPIN",8594
"LINC01206",14145
"UGT1A10",3157
"LINC00960",3181
"KLHL6-AS1",503
"IGKV2D-28",402
"RP11-290K4.2",835
"AC007620.3",1941
"RP11-719N22.2",698
"SERPINB10",2700
"AP001432.14",520
"RP11-875H7.1",587
"HLA-DMB",4655
"RP11-469J4.3",664
"IGKV1D-43",532
"RP5-921G16.1",4713
"AC093627.8",605
"DECR2",4046
"GNG10",1491
"RP11-433A10.2",947
"RP11-18H7.1",2194
"AC009228.1",627
"LINC00971",8031
"RP11-271C24.2",303
"RP11-232M24.1",1893
"RP11-1191J2.2",2353
"AC004893.11",4194
"CNTF",1894
"CCDC169",8837
"RGAG4",4779
"TRBV1",284
"RP11-20B7.1",782
"RP11-716O23.2",686
"LINC00882",3882
"IGKV1D-17",532
"ZBTB20-AS4",675
"TRBV5-2",273
"RP11-875H7.2",384
"RP11-47P18.2",712
"RP11-451G4.3",444
"RP11-651P23.5",721
"RP11-506M12.1",572
"AP5Z1",6873
"RP11-768G7.3",510
"RP11-47P18.1",403
"ZNF709",5708
"RP11-285F7.2",348
"STRC",8267
"RBMY1B",2266
"RP11-190P13.2",533
"IGHJ3",49
"RP11-309L24.2",559
"AADACL2-AS1",635
"RP11-298O21.6",457
"PLCH1-AS2",408
"ERVW-1",6130
"RP11-446F17.3",575
"RP11-292E2.4",515
"RP5-1070G24.2",216
"GK-AS1",651
"EIF4EBP3",691
"RP11-12M5.1",629
"IGKV3-7",445
"PRAMEF4",1828
"RP11-231E6.1",1563
"LINC00870",2933
"RP11-779P15.2",465
"PSG11",5032
"UGT1A3",2364
"PSG4",6274
"RP11-115N4.1",1162
"MRPL33",1539
"RP11-543A18.1",556
"RP11-538P18.2",1696
"RP11-46A10.5",2424
"MICAL3",22354
"AC110769.3",815
"CCDC39-AS1",283
"TUSC7",3324
"PPAN-P2RY11",2661
"AC006159.4",692
"RP5-1157M23.2",1101
"RP11-286H14.8",535
"PCDHAC2",6318
"IGKV2-30",390
"AC073130.3",917
"STON1",7709
"PGBD3",2212
"IGKV2D-29",400
"RP11-166N6.2",565
"RP11-384F7.1",1069
"PRAF2",1736
"VSIG8",1818
"IGKV1-12",616
"CTD-2185K10.1",681
"RP11-779P15.1",458
"LINC00359",1004
"RP11-362A9.3",474
"C7orf73",4930
"RP11-167H9.3",1967
"KCTD7",8506
"RP11-458K10.3",763
"RP11-501O2.4",679
"RP11-379F12.3",821
"EFNA4",1263
"MCCC1-AS1",765
"RP11-475O23.2",350
"RP11-245J9.4",441
"TICAM2",3244
"RP11-274H2.2",807
"RP11-148K1.10",511
"AF165138.7",1889
"PALM2",4943
"C4orf48",540
"IGKV1-5",532
"NAT6",2188
"MNX1-AS1",1041
"AMY2A",1898
"RP11-34P13.3",1021
"RP11-217E22.5",703
"KRTAP10-11",1237
"RP11-521D12.5",1947
"RP11-257K9.8",1636
"TNFRSF6B",1124
"IGLVIVOR22-2",330
"WFDC6",792
"LINC01214",335
"UPK3B",2660
"RP11-889D3.2",474
"RP11-264K23.1",650
"RP4-669B10.3",676
"RP11-500K19.1",747
"RP11-216N14.8",235
"RP11-649A16.1",570
"AP000322.53",1050
"LINC00880",2018
"RP11-164O23.7",945
"IL10RB",2545
"CFB",4997
"RP11-846F4.12",504
"ZNF487",4976
"WDR92",4079
"NME2",2632
"RP11-6B4.1",596
"RP5-966M1.6",6315
"DUBR",4206
"PLA2G4B",4446
"LEFTY1",1891
"CFAP57",5764
"CACNA2D3-AS1",2078
"NPIPB5",10005
"TTC4",3527
"OR5V1",1266
"RP11-80H8.3",368
"ZMYM6NB",922
"AC006547.8",526
"HOTTIP",5016
"KIR2DL3",1590
"JMJD7",1971
"RP11-572M11.3",2502
"PEX5L-AS1",827
"RP5-1096J16.1",568
"APOBEC3D",2545
"RP11-372E1.4",2060
"RN7SL832P",1756
"RP11-202A13.1",640
"CFAP44-AS1",1023
"RP11-656A15.1",279
"RP11-278L15.2",1001
"TRBV8-1",279
"OR2A7",1116
"RP11-285B24.1",696
"TUBA4B",1678
"TIPARP-AS1",1254
"MRPS6",4299
"ZNF512",4398
"RP11-167H9.4",1032
"RP11-439C8.2",521
"GSTA1",1019
"RP5-839B4.8",1036
"RP11-439C8.1",351
"RGAG1",5529
"ACY1",3285
"RP11-14D22.2",341
"NFS1",6024
"MT1HL1",316
"KRTAP19-3",611
"RP11-306G20.1",1533
"DDOST",2721
"IL12A-AS1",3689
"LINC01011",2811
"TMEM199",4620
"AC007566.10",701
"LCE3C",469
"AC024704.2",416
"GSTA2",1313
"SPRR2F",681
"DNAJC25-GNG10",1448
"IGKV2-28",390
"UGT1A7",4167
"ATP1B3-AS1",376
"LINC01322",1860
"RP11-99J16__A.2",1345
"RP11-148K1.12",1230
"RP1-93H18.6",530
"FLNB-AS1",3709
"P2RY11",2295
"RP11-314A20.2",472
"TMEM141",1443
"RP4-545C24.1",2249
"FOXP1-AS1",700
"RP11-298O21.7",560
"RP11-88I21.2",927
"GS1-259H13.2",1410
"LINC01330",3198
"AC007009.1",429
"IFITM10",4784
"RP11-139K4.2",621
"XXbac-BPG116M5.17",4069
"RP11-521D12.2",1852
"SIAH2-AS1",441
"RP11-529G21.2",323
"DBNDD2",2764
"AP000235.3",479
"ITGB5-AS1",460
"GATA2-AS1",2283
"PEX5L-AS2",630
"RP11-734K21.3",368
"LINC01326",755
"AJ239322.3",575
"LINC00698",2745
"RP11-654C22.2",866
"HCG16",317
"LY6G6D",614
"RP11-88H10.2",1118
"KRTAP19-7",522
"RP11-24C3.2",1051
"RP11-373I8.1",449
"FAM3D-AS1",821
"RBMY1D",1921
"ETV5",5802
"KRTAP5-7",1408
"CFHR1",2197
"IGKV3-15",442
"RP11-1398P2.1",579
"RP11-354H21.1",409
"RBM12",6702
"RP11-201E8.1",2305
"RP11-206M11.7",551
"RP11-78J21.4",834
"UGT1A4",2522
"ERVFRD-1",3242
"OR2A1-AS1",4659
"LILRA6",2718
"SCARF2",3604
"RP3-508I15.18",461
"SLC9A9-AS2",327
"HDAC11-AS1",515
"APOBEC3C",2818
"CTD-2013N24.2",3746
"KRTAP4-2",763
"LINC01213",609
"RP11-788A4.1",487
"KCNK15-AS1",1226
"RP11-14D22.1",565
"AC096772.6",1262
"IGKV1-27",382
"LINC01391",3889
"WNT5A-AS1",500
"RAD21L1",2730
"CCDC13",4966
"ASPRV1",2177
"RP11-315I20.3",408
"AL122127.25",485
"OR2AE1",1071
"KRTAP20-1",275
"MIATNB",2847
"CTD-2377D24.6",3858
"RP11-501O2.3",604
"TRBV12-1",344
"AL109761.5",454
"UBE2V1",4818
"CTAGE8",2588
"PTCHD4",5177
"RP5-894A10.2",770
"RP11-298O21.3",558
"C4A",7191
"RP11-506M13.3",1837
"HBB",1179
"CRYBB2",886
"N4BP2L2",16960
"RP11-45A16.4",728
"RP11-65D17.1",1422
"GABPB1-AS1",17179
"ALKBH3-AS1",2334
"RP11-1379J22.2",1966
"RP11-1000B6.5",732
"RP11-613D13.8",2045
"LIFR-AS1",5098
"CTD-3064M3.4",1380
"RP11-744N12.3",2255
"RP11-181C3.1",1918
"RP11-875O11.1",2268
"RP11-303E16.7",1088
"LINC00847",2453
"IGFBP7-AS1",1740
"RP11-320N21.1",2886
"A2M-AS1",2192
"SMARCA5-AS1",945
"LINC01024",3439
"ARAP1-AS2",1824
"RNF139-AS1",6943
"RP11-867G23.3",2792
"LINC00861",5724
"RP11-10K16.1",3367
"USP2-AS1",4762
"RP3-330M21.5",980
"SAP30L-AS1",1972
"CTD-2547L16.1",1834
"RP11-286E11.1",3099
"ARNTL2-AS1",804
"CTC-241N9.1",1454
"RP11-15B17.1",1714
"KB-1471A8.1",1945
"AC004053.1",2968
"RP11-334E6.10",507
"CTD-2540L5.6",2941
"RP11-367J11.3",3763
"RP11-847H18.2",2179
"RP11-677M14.7",4854
"RP11-540A21.2",2632
"LINC00461",6174
"NEAT1",22767
"RORA-AS1",2036
"RP11-712B9.2",5320
"SCAMP1-AS1",1792
"AP001258.4",2645
"BDNF-AS",3726
"DACT3-AS1",1825
"DDX11-AS1",2581
"RP11-277P12.20",2830
"RP11-620J15.2",3843
"RP11-184E9.1",937
"RP5-940J5.8",560
"ZNF585B",7538
"AF146191.4",2304
"CRNDE",2250
"NADK2-AS1",720
"RP11-34F13.2",1986
"RP11-480D4.1",1587
"RP11-367J11.2",4300
"DRAIC",2819
"RP11-410D17.2",2665
"RP11-175K6.1",3214
"MIR4300HG",1840
"CEBPA",2631
"GS1-24F4.2",1433
"CTC-467M3.1",463
"RP11-158I9.5",1646
"LINC00682",2283
"FLJ21408",3266
"RP11-796E2.4",7589
"RP11-630D6.5",1685
"LINC01184",6464
"RP11-18H21.1",2011
"KB-1208A12.3",1989
"RP11-30K9.6",1396
"LINC01513",483
"ALDH1L1-AS2",2719
"RAB30-AS1",2429
"CTD-2506J14.1",2014
"RP11-115C21.2",2934
"RP11-696N14.1",7021
"LINC01096",1264
"LINC00900",4766
"RP11-875O11.2",2636
"RRS1-AS1",4366
"KCTD21-AS1",4095
"RP11-632K5.3",2157
"RP11-260E18.1",1674
"LINC01550",5850
"RP11-17A1.3",2421
"CASC8",2342
"RP11-613D13.5",3296
"UBR5-AS1",2355
"SBF2-AS1",3977
"CTD-2036P10.3",2135
"RP11-685M7.3",2335
"RP11-492A10.1",708
"RP11-325L7.1",1253
"RP11-77I22.2",1552
"PRR7-AS1",1701
"EXTL3-AS1",4261
"RP5-1186N24.3",2874
"RP11-13A1.1",2941
"LACTB2-AS1",5450
"RP11-10L7.1",1654
"RP11-461O7.1",4021
"RP11-386I8.6",1301
"CTD-2024I7.13",2480
"LINC00968",2840
"RP13-578N3.3",566
"RP11-894P9.1",1404
"RP11-57A19.2",2481
"AF131216.6",5856
"RP11-736K20.6",1393
"RP11-539L10.2",1821
"RP11-159H10.3",1967
"RP11-363G15.2",1042
"RP11-7F17.5",2924
"RP11-10L12.4",883
"CACNA1C-AS1",2639
"RP11-1094H24.4",2533
"LINC00535",2595
"RASSF8-AS1",3981
"H2AFJ",3356
"MGC16275",2522
"PLA2G4E-AS1",2499
"RGMB-AS1",2344
"AC004051.2",1951
"RP11-61A14.4",2894
"RP11-730K11.1",2908
"RP11-68L18.1",3808
"RP11-379P15.1",3734
"RP11-544A12.8",3084
"STARD4-AS1",5647
"RP11-325N19.3",4839
"RP11-519M16.1",2456
"DNM1P35",3188
"AP000487.5",3078
"LINC00920",2147
"UBAP1L",8536
"RP1-179N16.6",1463
"RP11-700H6.1",2054
"RP11-252E2.1",1666
"CTC-338M12.7",566
"PGAM5",3952
"BAALC-AS1",3877
"SNHG10",1945
"MIR210HG",2321
"CTD-2260A17.2",2536
"RP11-366H4.3",505
"RP11-588G21.2",2788
"RP11-11N9.4",765
"CSTF3-AS1",2062
"LINC01252",3793
"RP11-431M7.3",1785
"RP11-373N22.3",2033
"LINC01498",3143
"RP11-296I10.3",2492
"UBL7-AS1",1710
"ZBED5-AS1",1995
"RP11-902B17.1",4852
"CTC-441N14.2",731
"ZCCHC3",3354
"RP11-273G15.2",3853
"RP11-510M2.2",2793
"RP11-266N13.2",729
"RP11-637A17.2",2845
"CTD-2235C13.2",527
"RP11-486O12.2",8279
"PDX1-AS1",1477
"DNAJC3-AS1",3010
"CTD-2340E1.2",391
"RP11-629G13.1",1975
"CARS-AS1",2683
"RP11-392P7.6",3416
"MIR4458HG",4339
"CKMT2-AS1",3884
"SPTY2D1-AS1",1940
"TWF2",1824
"CPEB2-AS1",3089
"MARS2",3019
"LRP4-AS1",1614
"RP11-1277A3.1",1751
"CTB-127C13.1",2890
"STX18-AS1",6107
"RP11-932O9.7",970
"CTD-2574D22.2",1762
"USP51",4407
"RP11-32B5.7",2165
"SNCA-AS1",2990
"CTD-2366F13.1",3194
"NR2F2-AS1",6063
"RP11-103J17.1",840
"TMEM161B-AS1",4439
"CCAT1",2131
"RP5-940J5.6",2196
"CTD-2530H12.1",1504
"CTD-2001C12.1",1713
"RP11-421F16.3",2549
"RP3-510L9.1",704
"RP11-967K21.1",2728
"SEC24B-AS1",2584
"RP11-543C4.1",1039
"LINC00926",3669
"FOXD1-AS1",424
"NRAV",1901
"AC005329.7",3571
"FAM13A-AS1",4510
"CTD-2383M3.1",1865
"CTD-2313F11.3",567
"UBA6-AS1",5575
"RP11-422N16.3",3075
"DPH6-AS1",1531
"NNT-AS1",6580
"BCKDHA",2892
"INSL3",923
"RP11-709A23.1",2639
"CTC-338M12.9",549
"CTC-339D2.1",566
"CTC-295J13.3",226
"RP11-78C3.1",745
"RP11-752D24.2",4840
"LINC01019",3199
"CTB-73N10.1",1099
"CTC-235G5.3",691
"LINC01194",1871
"CTD-2037L6.2",725
"RP11-468D11.1",560
"RP11-446J8.1",730
"RP11-324J13.2",582
"ADH1C",1860
"CTC-305H11.1",249
"RP11-357F12.1",820
"RP1-167G20.1",2120
"RP11-650J17.1",1176
"RP11-499E18.1",992
"RP11-44F21.2",590
"TRIM39-RPP21",1698
"RP11-1094H24.3",586
"RP11-659O3.1",840
"RP11-148L24.1",1659
"RP11-472K22.1",758
"RP11-231C18.1",474
"RP11-184M15.1",1623
"ATG10-AS1",648
"CTC-261N6.3",785
"LINC00290",593
"CTD-2244C20.2",454
"RP11-455B3.1",829
"CTC-503K11.2",485
"RP11-24I21.1",2520
"TRPC7-AS1",460
"RP11-722M1.1",1626
"CTB-174D11.1",3124
"CTD-2139B15.2",867
"RP11-83C7.1",500
"AC037459.4",1198
"RP11-3J1.1",641
"RP11-159F24.5",512
"RP11-556I14.2",575
"RP11-93K22.13",713
"CTB-49A3.2",816
"AC092597.3",601
"OCIAD1-AS1",265
"CTD-2333K2.1",325
"RP11-1J7.1",423
"FLJ12825",3942
"CTC-499J9.1",565
"CTD-2218G20.2",2008
"CTD-2023N9.2",409
"CTD-2308B18.3",797
"RP11-74M11.2",657
"LINC00616",2365
"MEF2C-AS1",5807
"CTD-2161F6.2",456
"RP11-463H12.2",422
"RP11-713M15.1",1973
"RP11-205M3.3",4365
"LUCAT1",2904
"APELA",3089
"LINC00613",546
"CDK11B",3488
"RP11-102N12.2",402
"RP11-472K22.2",575
"RP11-717H13.1",4949
"RP11-556G22.2",948
"RP11-292D4.1",801
"RP11-557J10.4",745
"AE000658.31",570
"CTC-537E7.2",340
"LINC00504",5095
"CTC-327F10.5",793
"CTC-261N6.1",581
"TRAJ51",63
"CTB-129O4.1",393
"RP11-62N21.1",464
"RP11-366H4.1",677
"CTC-347C20.2",818
"RP11-556I14.1",1038
"RP11-5N11.5",464
"PCDHAC1",6943
"TARM1",1277
"RP11-313E19.2",383
"CTD-2010I22.2",671
"CTD-2015A6.1",449
"LINC00498",455
"PRR5-ARHGAP8",3264
"RP11-452C8.1",741
"RP11-1191J2.4",569
"RP11-802H3.2",332
"AC006296.2",591
"CTC-551A13.1",697
"RP11-597D13.9",5639
"AC005150.1",628
"RP11-269F21.2",300
"RP11-553P9.2",1121
"RP11-231G15.1",566
"LINC01197",6992
"RP11-284A20.3",819
"SEMA6A-AS1",2829
"RP11-321E2.3",979
"RP11-553P9.3",981
"RP11-419C19.2",270
"RP4-598P13.1",1156
"CTD-2207A17.1",2573
"FGF10-AS1",1894
"CTD-2161F6.1",295
"RP11-517B11.4",575
"RP11-826N14.2",1516
"CTC-338M12.2",411
"CTD-2292M14.1",577
"RP11-479O16.1",697
"RP11-3G20.2",339
"RP11-807H7.2",385
"CTC-276P9.3",541
"POU5F2",6832
"RP11-375B1.1",578
"PCP4L1",1424
"RP1-137K24.1",558
"ABHD14A",2378
"CTD-2007H13.3",478
"CTD-3007L5.1",491
"RP11-125O18.1",1077
"ZFAT-AS1",939
"RP11-319E12.1",1038
"SRP14-AS1",2992
"RP11-145G20.1",2423
"RP11-9B6.1",592
"CTC-338M12.1",456
"RP11-608O21.1",889
"RP11-265O12.1",1416
"RP11-386B13.4",911
"RP11-231C18.2",540
"CTC-458G6.2",707
"RP11-2O17.2",3473
"CTD-2130F23.1",487
"CTD-2201E9.4",391
"RP11-10A14.5",875
"CTD-2194L12.2",540
"RP11-247C2.2",3238
"CTB-47B11.3",2078
"RP11-302F12.3",411
"OTX2-AS1",3118
"RP11-287F9.2",905
"RP11-159F24.6",572
"RP11-215P8.3",520
"RP11-545L5.1",583
"RP11-768B22.2",2371
"EGFLAM-AS2",747
"RP11-834C11.8",403
"GDNF-AS1",4636
"CTC-458G6.4",585
"TMEM110-MUSTN1",6271
"RP11-844P9.2",5829
"RP11-259O2.2",490
"FLJ42969",1948
"CTD-2308B18.4",608
"RP11-310I9.1",447
"CTD-2306M5.1",1154
"RP11-158I23.1",379
"RP11-428L21.1",349
"RP11-154F14.2",267
"RP11-768F21.1",1013
"RBM14-RBM4",2577
"RP11-567N4.2",473
"RP11-331K21.1",738
"RP11-255I10.2",610
"LINC00992",1144
"CTC-498J12.3",946
"CTD-2331D11.2",424
"LY75-CD302",5650
"LINC01331",568
"RP11-766F14.1",359
"CTD-2044J15.1",3364
"RP11-548L20.1",989
"RP11-557J10.5",403
"HAS2-AS1",1796
"ADGRL3-AS1",947
"CTD-2023M8.1",238
"RP11-18D7.2",444
"LINC01085",2342
"CTC-493L21.2",482
"RP11-495K9.3",1315
"CTD-2316B1.2",592
"CTC-505O3.2",643
"RP11-432B6.3",3360
"CCDC153",2556
"RP11-766F14.2",10086
"RP11-1079K10.3",881
"RP11-451H23.3",1039
"RP11-377G16.2",566
"NPHP3-AS1",5215
"CTC-236F12.4",858
"EGFLAM-AS4",1579
"CTD-2176I21.2",451
"CTD-2260A17.1",1001
"RP11-35O7.1",553
"RP11-87E22.2",4023
"RP11-328K4.1",923
"RP11-362I1.1",672
"ACTN3",3517
"RP11-586L23.1",1037
"RP11-42A4.1",702
"RP1-130H16.18",2057
"RP11-114J13.1",547
"CTC-276P9.2",532
"CTD-2193G5.1",432
"CTD-2215E18.2",193
"RP11-31K23.2",941
"RP11-292D4.2",524
"WI2-2373I1.2",530
"LINC01207",3190
"RP11-798M19.3",521
"RP11-53O19.2",591
"RP11-308B16.2",372
"RP11-666A20.4",427
"CTD-2203A3.1",759
"RP11-319G6.3",273
"CTC-548H10.2",547
"C8orf34-AS1",1674
"RP11-184M15.2",597
"LINC01095",2257
"RP11-362F19.1",3750
"RP11-5N11.4",495
"RP11-18D7.3",518
"RP11-673E1.4",832
"RP11-412P11.1",2175
"RP11-227H4.5",388
"CTB-1H10.1",312
"RP11-626H12.3",1995
"CTD-2016O11.1",562
"LINC01574",560
"RP11-348J24.1",278
"USP46-AS1",1048
"RP11-138I17.1",1935
"CTD-2015A6.2",636
"TNFSF12-TNFSF13",1816
"RP11-344G13.1",3632
"C5orf17",1984
"RP11-231G15.3",744
"CTC-366B18.2",754
"CTC-537E7.3",410
"HHIP-AS1",1557
"FAM138E",1219
"CTD-2135J3.3",1019
"CTD-2288O8.1",593
"AC008834.1",651
"FMN1",20084
"RP11-730N24.1",2290
"RP11-171N4.4",947
"CTD-2089N3.3",432
"ATP5J2-PTCD1",2859
"USP17L19",1680
"CTD-2083E4.6",522
"CTD-2334D19.1",1114
"RP11-319G6.1",2120
"USP17L22",1680
